Date,DBC,EFA,ICLN,JNK,LQD,VNQ,VWO,XLF,XLK,XLV
2010-01-04 00:00:00+00:00,,,,,,,,,,
2010-01-05 00:00:00+00:00,0.0011879109102148186,0.0008809662766907706,0.026414122631611067,0.009365976714350738,0.00476418256565279,-0.0011229476191588973,0.003296433068033754,0.018213043259468334,-0.0012900748509437616,-0.009855472365293789
2010-01-06 00:00:00+00:00,0.01765093315746153,0.004217961966648007,0.008510722134005251,0.0032700267401889038,-0.0029510951399600105,-0.0017994119273162207,0.006093253468407695,0.0020033200936061426,-0.01125066963457517,0.01017178515150156
2010-01-07 00:00:00+00:00,-0.012519713666472412,-0.0038657792175776622,0.0021163706126079125,0.0032593685085434703,0.0012386000904607774,0.010748051487269664,-0.008682418355376314,0.021122924615658997,-0.003924145200594848,0.003472732845716542
2010-01-08 00:00:00+00:00,-0.0007877297864782962,0.007891330139276013,0.008840343442161013,0.003747700199707021,0.002187696317485687,-0.0073768486207955435,0.006109002194267888,-0.005895876783948643,0.006531768264195219,0.001574591546521752
2010-01-11 00:00:00+00:00,-0.0031570636417548553,0.00817611262002355,0.006266977515628324,-0.0009980269034237967,0.001044590665545112,0.005816618900400037,0.001404526781814879,0.0006568080921576344,-0.003913905814016797,0.005647909537251839
2010-01-12 00:00:00+00:00,-0.021574908517353233,-0.01185096289771264,-0.030446296559793903,-0.002499401907736912,0.0018964252789491693,-0.016871392627741184,-0.014609094039002367,-0.014550457120072453,-0.010953011653078774,-0.007222501083773647
2010-01-13 00:00:00+00:00,0.000807446850250043,0.008379929214470465,0.006846404220880206,-0.0027565001059925414,-0.004176907642621533,0.019989421543436886,0.004026966672071491,0.011262094171426715,0.009644937078221073,0.013149906976605747
2010-01-14 00:00:00+00:00,-0.0052600188974076855,0.007620380285503084,-0.027233196366261682,0.002255894677451984,0.0036083720517577494,-0.0008898980531300661,-0.002366828894738567,0.004600686357356746,0.002614357325274253,0.008979688769080821
2010-01-15 00:00:00+00:00,-0.011423982938987241,-0.015825038721720943,-0.026644577751412216,-0.004265486683830839,-0.0003792274950732255,-0.007596107812912557,-0.011919092020434223,-0.02053735782053945,-0.014023003634458209,-0.00680477127861886
2010-01-19 00:00:00+00:00,0.006543984188202259,0.009768111403920919,-0.006320535355792576,0.002511327739224477,0.0008530777861929307,0.020202703895498927,0.01711875887097854,0.012637381905939793,0.01706448747727049,0.023920145831149615
2010-01-20 00:00:00+00:00,-0.01893064714616638,-0.025847614277052483,-0.040671000287876645,-0.006037764427517461,-0.0006634098968463142,-0.011272045796271769,-0.024822207841892933,-0.002647229310630925,-0.016182244028057947,-0.008521012424381932
2010-01-21 00:00:00+00:00,-0.012541938486157459,-0.021606904390849897,-0.02049155773799864,-0.01628118863805151,0.0026510029918322994,-0.02909216060051988,-0.029428331147746838,-0.02890961139937923,-0.010638387861419166,-0.021938247496029257
2010-01-22 00:00:00+00:00,-0.010573158136977779,-0.019667938806134124,-0.03777738637368654,-0.009534931162164124,-0.001514039479676727,-0.025493902103542555,-0.022653914572703146,-0.03329017851706364,-0.035377869925695395,-0.010994251912782554
2010-01-25 00:00:00+00:00,0.0046659131900585035,0.012177269687272669,0.01242251999855711,0.006966850204972131,-9.472168647809295e-05,0.007017644045673029,0.00962766683494846,0.005625921866145419,0.008275923335170488,0.0
